,unique_id,ccode,df_ccode,df_name,start,stop,Death,Death_Type,year,BirthType,Fragment,Area,split_terr,Mountains,Forested,Population,RegimeType,Troops,Recognition,WarOnset,WarOngoing,WarLoss,Support,Loot
931,660.1976,660,660.2000122,Lebanon-Druze,1,2,0,0,1976,3,0,194,0,0,0,200309,-1,24000,0,0,1,0,0,0
932,660.1977,660,660.2000122,Lebanon-Druze,2,3,0,0,1977,3,0,194,0,0,0,200370,-1,24000,0,0,0,0,0,0
933,660.1978,660,660.2000122,Lebanon-Druze,3,4,0,0,1978,3,0,194,0,0,0,200431,-1,24000,0,0,0,0,0,0
934,660.1979,660,660.2000122,Lebanon-Druze,4,5,0,0,1979,3,0,194,0,0,0,200492,-1,24000,0,0,0,0,0,0
935,660.198,660,660.2000122,Lebanon-Druze,5,6,0,0,1980,3,0,194,0,0,0,200553,-1,24000,0,0,0,0,0,0
936,660.1981,660,660.2000122,Lebanon-Druze,6,7,0,0,1981,3,0,194,0,0,0,200613,-1,24000,0,0,0,0,0,0
937,660.1982,660,660.2000122,Lebanon-Druze,7,8,0,0,1982,3,0,194,0,0,0,200674,-1,24000,0,1,1,0,0,0
938,660.1983,660,660.2000122,Lebanon-Druze,8,9,0,0,1983,3,0,759,0,1,0,242555,-1,24000,0,0,1,0,0,0
939,660.1984,660,660.2000122,Lebanon-Druze,9,10,0,0,1984,3,0,759,0,1,0,242629,-1,24000,0,0,1,0,0,0
940,660.1985,660,660.2000122,Lebanon-Druze,10,11,0,0,1985,3,0,759,0,1,0,242702,-1,24000,0,0,0,0,0,0
941,660.1986,660,660.2000122,Lebanon-Druze,11,12,0,0,1986,3,0,759,0,1,0,242776,-1,24000,0,0,0,0,0,0
942,660.1987,660,660.2000122,Lebanon-Druze,12,13,0,0,1987,3,0,759,0,1,0,242849,-1,24000,0,0,0,0,0,0
943,660.1988,660,660.2000122,Lebanon-Druze,13,14,0,0,1988,3,0,759,0,1,0,242923,-1,24000,0,0,0,0,0,0
944,660.1989,660,660.2000122,Lebanon-Druze,14,15,1,3,1989,3,0,759,0,1,0,242996,-1,24000,0,1,1,0,0,0
916,660.1969,660,660.0999756,Lebanon-Palestinians,0,1,0,0,1969,3,0,91,0,0,0,20729,-1,30000,0,0,0,0,0,0
917,660.197,660,660.0999756,Lebanon-Palestinians,1,2,0,0,1970,3,0,466,0,0,0,67763,-1,30000,0,0,0,0,0,0
918,660.1971,660,660.0999756,Lebanon-Palestinians,2,3,0,0,1971,3,0,466,0,0,0,68731,-1,30000,0,0,0,0,0,0
919,660.1972,660,660.0999756,Lebanon-Palestinians,3,4,0,0,1972,3,0,466,0,0,0,69700,-1,30000,0,0,0,0,0,0
920,660.1973,660,660.0999756,Lebanon-Palestinians,4,5,0,0,1973,3,0,466,0,0,0,70669,-1,30000,0,0,0,0,0,0
921,660.1974,660,660.0999756,Lebanon-Palestinians,5,6,0,0,1974,3,0,466,0,0,0,71637,-1,30000,0,0,0,0,0,0
922,660.1975,660,660.0999756,Lebanon-Palestinians,6,7,0,0,1975,3,0,466,0,0,0,72606,-1,30000,0,1,1,0,0,0
923,660.1976,660,660.0999756,Lebanon-Palestinians,7,8,0,0,1976,3,0,1844,0,0,0,493884,-1,30000,0,0,1,0,0,0
924,660.1977,660,660.0999756,Lebanon-Palestinians,8,9,0,0,1977,3,0,1844,0,0,0,496696,-1,30000,0,0,0,0,0,0
925,660.1978,660,660.0999756,Lebanon-Palestinians,9,10,0,0,1978,3,0,1844,0,0,0,499508,-1,30000,0,1,1,0,0,0
926,660.1979,660,660.0999756,Lebanon-Palestinians,10,11,0,0,1979,3,0,1844,0,0,0,502320,-1,30000,0,0,0,0,0,0
927,660.198,660,660.0999756,Lebanon-Palestinians,11,12,0,0,1980,3,0,1844,0,0,0,505132,-1,30000,0,0,0,0,0,0
928,660.1981,660,660.0999756,Lebanon-Palestinians,12,13,0,0,1981,3,0,1844,0,0,0,507944,-1,30000,0,0,0,0,0,0
929,660.1982,660,660.0999756,Lebanon-Palestinians,13,14,1,2,1982,3,0,1844,0,0,0,510755,-1,30000,0,1,1,1,0,0
67,93.1854,93,93.09999847,Leon,0,1,0,0,1854,5,0,5183,0,0,1,50000,NA,650,0,1,1,0,1,0
68,93.1855,93,93.09999847,Leon,1,2,1,4,1855,5,0,5183,0,0,1,50000,NA,250,0,0,1,0,0,0
1158,750.1988,750,750.0900269,Lesser Nagalim,0,1,0,0,1988,3,0,14653,0,1,1,566469,NA,2000,0,0,0,0,0,0
1159,750.1989,750,750.0900269,Lesser Nagalim,1,2,0,0,1989,3,0,14653,0,1,1,588434,NA,2000,0,0,0,0,0,0
1160,750.199,750,750.0900269,Lesser Nagalim,2,3,0,0,1990,3,0,14653,0,1,1,610400,NA,2000,0,0,0,0,0,0
1161,750.1991,750,750.0900269,Lesser Nagalim,3,4,0,0,1991,3,0,14653,0,1,1,632365,NA,2000,0,0,0,0,0,0
1162,750.1992,750,750.0900269,Lesser Nagalim,4,5,0,0,1992,3,0,14653,0,1,1,665407,NA,2000,0,0,0,0,0,0
1163,750.1993,750,750.0900269,Lesser Nagalim,5,6,0,0,1993,3,0,14653,0,1,1,698449,NA,2000,0,0,0,0,0,0
1164,750.1994,750,750.0900269,Lesser Nagalim,6,7,0,0,1994,3,0,14653,0,1,1,731491,NA,2000,0,0,0,0,0,0
1165,750.1995,750,750.0900269,Lesser Nagalim,7,8,0,0,1995,3,0,8810,0,1,1,352988,NA,2000,0,0,0,0,0,0
1166,750.1996,750,750.0900269,Lesser Nagalim,8,9,0,0,1996,3,0,8810,0,1,1,366128,NA,2000,0,0,0,0,0,0
1167,750.1997,750,750.0900269,Lesser Nagalim,9,10,0,0,1997,3,0,8810,0,1,1,379267,NA,2000,0,0,0,0,0,0
1168,750.1998,750,750.0900269,Lesser Nagalim,10,11,0,0,1998,3,0,8810,0,1,1,392407,NA,2000,0,0,0,0,0,0
1169,750.1999,750,750.0900269,Lesser Nagalim,11,12,0,0,1999,3,0,8810,0,1,1,405547,NA,2000,0,0,0,0,0,0
1170,750.2,750,750.0900269,Lesser Nagalim,12,13,0,0,2000,3,0,1786,0,1,1,217818,NA,2000,0,0,0,0,0,0
1171,750.2001,750,750.0900269,Lesser Nagalim,13,14,0,0,2001,3,0,1786,0,1,1,226700,NA,2000,0,1,1,0,0,0
1172,750.2002,750,750.0900269,Lesser Nagalim,14,15,0,0,2002,3,0,1786,0,1,1,235582,NA,2000,0,0,0,0,0,0
1173,750.2003,750,750.0900269,Lesser Nagalim,15,16,0,0,2003,3,0,1786,0,1,1,244463,NA,2000,0,0,0,0,0,0
1174,750.2004,750,750.0900269,Lesser Nagalim,16,17,0,0,2004,3,0,1786,0,1,1,253345,NA,2000,0,0,0,0,0,0
1175,750.2005,750,750.0900269,Lesser Nagalim,17,18,0,0,2005,3,0,1786,0,1,1,262227,NA,2000,0,1,1,0,0,0
1176,750.2006,750,750.0900269,Lesser Nagalim,18,19,0,0,2006,3,0,1786,0,1,1,271109,NA,2000,0,0,1,0,0,0
1177,750.2007,750,750.0900269,Lesser Nagalim,19,20,0,0,2007,3,0,1786,0,1,1,279990,NA,2000,0,0,1,0,0,0
1178,750.2008,750,750.0900269,Lesser Nagalim,20,21,0,0,2008,3,0,1786,0,1,1,288872,NA,2000,0,0,1,0,0,0
1179,750.2009,750,750.0900269,Lesser Nagalim,21,22,0,0,2009,3,0,1786,0,1,1,297754,NA,2000,0,0,0,0,0,0
1180,750.201,750,750.0900269,Lesser Nagalim,22,23,0,0,2010,3,0,1786,0,1,1,306635,NA,2000,0,0,0,0,0,0
1,89.1827,89,89.09999847,LiberalRevolt,0,1,0,0,1827,3,0,112492,0,1,1,186574,-1,200,0,1,1,0,0,0
2,89.1828,89,89.09999847,LiberalRevolt,1,2,0,0,1828,3,0,133533,0,1,1,464810,-1,2000,0,0,1,0,0,0
3,89.1829,89,89.09999847,LiberalRevolt,2,3,1,4,1829,3,0,133533,0,1,1,479045,-1,2000,0,0,1,0,0,0
12,90.1838,90,90.09999847,"Los Altos, part 1",0,1,0,0,1838,5,0,26617,0,1,1,200800,1,600,0,0,0,0,0,0
13,90.1839,90,90.09999847,"Los Altos, part 1",1,2,0,0,1839,5,0,26617,0,1,1,200800,1,600,0,0,0,0,0,0
14,90.184,90,90.09999847,"Los Altos, part 1",2,3,1,2,1840,5,0,26617,0,1,1,200800,1,600,0,1,1,1,0,0
19,90.1848,90,90.30000305,"Los Altos, part 2",0,1,0,0,1848,3,0,26617,0,1,1,2.00E+05,0,NA,0,1,1,0,0,0
20,90.1849,90,90.30000305,"Los Altos, part 2",1,2,1,2,1849,3,0,26617,0,1,1,2.00E+05,0,NA,0,0,1,1,0,0
15,90.1847,90,90.19999695,Los Lucios,0,1,0,0,1847,3,0,17092,1,1,1,98500,NA,800,0,1,1,0,0,0
16,90.1848,90,90.19999695,Los Lucios,1,2,0,0,1848,3,0,17092,1,1,1,98500,NA,600,0,0,1,0,1,0
17,90.1849,90,90.19999695,Los Lucios,2,3,0,0,1849,3,0,5282,0,1,0,92300,NA,600,0,0,1,0,1,0
18,90.185,90,90.19999695,Los Lucios,3,4,1,2,1850,3,0,5282,0,1,0,92300,NA,600,0,0,1,1,1,0
621,500.1981,500,500.0499878,"Luwero Triangle / NRA, Part I",0,1,0,0,1981,3,0,5301,1,0,0,1483391,0,27,0,1,1,0,1,0
622,500.1982,500,500.0499878,"Luwero Triangle / NRA, Part I",1,2,0,0,1982,3,0,5301,1,0,0,1520792,0,4000,0,0,1,0,1,0
623,500.1983,500,500.0499878,"Luwero Triangle / NRA, Part I",2,3,1,2,1983,3,0,5301,1,0,0,1558193,0,4000,0,0,1,0,1,0
434,475.198,475,475.2000122,Maitatsine,0,1,1,2,1980,3,0,499,0,0,0,589000,-1,400,0,1,1,1,0,0
1231,770.1994,770,770.4000244,Malakand,0,1,0,0,1994,3,0,21139,0,1,0,1859703,-1,10000,0,1,1,0,0,0
1232,770.1995,770,770.4000244,Malakand,1,2,1,3,1995,3,0,21139,0,1,0,1904907,-1,10000,0,0,0,0,0,0
341,432.2006,432,432.3999939,"Mali Tuareg, Part I",0,1,0,0,2006,3,0,50426,0,1,0,11161,NA,NA,0,0,0,0,0,1
342,432.2007,432,432.3999939,"Mali Tuareg, Part I",1,2,1,3,2007,3,1,50426,0,1,0,11198,NA,NA,0,0,0,0,0,1
343,432.2007,432,432.5,"Mali Tuareg, Part II",0,1,0,0,2007,4,1,50426,0,1,0,11198,NA,2100,0,1,1,0,0,1
344,432.2008,432,432.5,"Mali Tuareg, Part II",1,2,0,0,2008,4,1,50426,0,1,0,11230,NA,2100,0,0,1,0,0,1
345,432.2009,432,432.5,"Mali Tuareg, Part II",2,3,1,2,2009,4,1,50426,0,1,0,11262,NA,2100,0,0,1,1,0,1
1934,910.2002,910,910.2000122,Me'ekamui,0,1,0,0,2002,4,1,4659,0,1,1,94342,-1,500,0,0,0,0,0,1
1935,910.2003,910,910.2000122,Me'ekamui,1,2,0,0,2003,4,1,4659,0,1,1,97712,-1,500,0,0,0,0,0,1
1936,910.2004,910,910.2000122,Me'ekamui,2,3,0,0,2004,4,1,4659,0,1,1,101083,-1,500,0,0,0,0,0,1
1937,910.2005,910,910.2000122,Me'ekamui,3,4,0,0,2005,4,1,4659,0,1,1,104454,-1,500,0,0,0,0,0,1
1938,910.2006,910,910.2000122,Me'ekamui,4,5,0,0,2006,4,1,4659,0,1,1,107825,-1,500,0,0,0,0,0,1
1939,910.2007,910,910.2000122,Me'ekamui,5,6,0,0,2007,4,1,4659,0,1,1,111196,-1,500,0,0,0,0,0,1
1940,910.2008,910,910.2000122,Me'ekamui,6,7,0,0,2008,4,1,4659,0,1,1,114567,-1,500,0,0,0,0,0,1
1941,910.2009,910,910.2000122,Me'ekamui,7,8,0,0,2009,4,1,4659,0,1,1,117937,-1,500,0,0,0,0,0,1
1942,910.201,910,910.2000122,Me'ekamui,8,9,0,0,2010,4,1,4659,0,1,1,121308,-1,500,0,0,0,0,0,1
9,89.1837,89,89.59999847,Mita,0,1,0,0,1837,3,0,5514,0,1,0,30120,-1,30,0,1,1,0,0,0
10,89.1838,89,89.59999847,Mita,1,2,0,0,1838,3,0,5514,0,1,0,30120,-1,1500,0,0,1,0,0,0
11,89.1839,89,89.59999847,Mita,2,3,1,4,1839,3,0,5514,0,1,0,30120,-1,1500,0,0,1,0,0,0
1071,750.1966,750,750.039978,Mizoram,0,1,1,2,1966,5,0,21087,0,1,1,260000,-1,10000,0,1,1,1,1,0
1861,840.1972,840,840.2000122,"Moro, 1 - MNLF",0,1,0,0,1972,3,0,47575,0,1,1,1477200,NA,20000,0,1,1,0,1,0
1862,840.1973,840,840.2000122,"Moro, 1 - MNLF",1,2,0,0,1973,3,0,47575,0,1,1,1527800,NA,20000,0,0,1,0,1,0
1863,840.1974,840,840.2000122,"Moro, 1 - MNLF",2,3,0,0,1974,3,0,47575,0,1,1,1578400,NA,20000,0,0,1,0,1,0
1864,840.1975,840,840.2000122,"Moro, 1 - MNLF",3,4,0,0,1975,3,0,47575,0,1,1,1629000,NA,20000,0,0,1,0,1,0
1865,840.1976,840,840.2000122,"Moro, 1 - MNLF",4,5,0,0,1976,3,0,47575,0,1,1,1679600,NA,20000,0,0,1,0,1,0
1866,840.1977,840,840.2000122,"Moro, 1 - MNLF",5,6,1,3,1977,3,0,47575,0,1,1,1730200,NA,20000,0,0,1,0,1,0
1867,840.1981,840,840.2999878,"Moro, 2 - MILF",0,1,0,0,1981,4,1,1198,0,1,1,2000,-1,2500,0,0,0,0,0,0
1868,840.1982,840,840.2999878,"Moro, 2 - MILF",1,2,0,0,1982,4,1,1866,0,1,1,104959,-1,2889,0,0,0,0,0,0
1869,840.1983,840,840.2999878,"Moro, 2 - MILF",2,3,0,0,1983,4,1,2534,0,1,1,207917,-1,3278,0,0,0,0,0,0
1870,840.1984,840,840.2999878,"Moro, 2 - MILF",3,4,0,0,1984,4,1,3202,0,1,1,310876,-1,3667,0,0,0,0,0,0
1871,840.1985,840,840.2999878,"Moro, 2 - MILF",4,5,0,0,1985,4,1,3870,0,1,1,413835,-1,4056,0,0,0,0,0,0
1872,840.1986,840,840.2999878,"Moro, 2 - MILF",5,6,0,0,1986,4,1,4538,0,1,1,516793,-1,4444,0,0,0,0,0,0
1873,840.1987,840,840.2999878,"Moro, 2 - MILF",6,7,0,0,1987,4,1,5206,0,1,1,619752,-1,4833,0,0,0,0,0,0
1874,840.1988,840,840.2999878,"Moro, 2 - MILF",7,8,0,0,1988,4,1,5874,0,1,1,722711,-1,5222,0,0,0,0,0,0
1875,840.1989,840,840.2999878,"Moro, 2 - MILF",8,9,0,0,1989,4,1,6542,0,1,1,825669,-1,5611,0,0,0,0,0,0
1876,840.199,840,840.2999878,"Moro, 2 - MILF",9,10,0,0,1990,4,1,7210,0,1,1,928628,-1,6000,0,1,1,0,0,0
1877,840.1991,840,840.2999878,"Moro, 2 - MILF",10,11,0,0,1991,4,1,7878,0,1,1,1031587,-1,6000,0,0,0,0,0,0
1878,840.1992,840,840.2999878,"Moro, 2 - MILF",11,12,0,0,1992,4,1,8546,0,1,1,1134545,-1,6000,0,0,0,0,0,0
1879,840.1993,840,840.2999878,"Moro, 2 - MILF",12,13,0,0,1993,4,1,9214,0,1,1,1237504,-1,5000,0,0,0,0,0,0
1880,840.1994,840,840.2999878,"Moro, 2 - MILF",13,14,0,0,1994,4,1,9882,0,1,1,1340463,-1,6000,0,1,1,0,0,0
1881,840.1995,840,840.2999878,"Moro, 2 - MILF",14,15,0,0,1995,4,1,10550,0,1,1,1443421,-1,8000,0,0,0,0,0,0
1882,840.1996,840,840.2999878,"Moro, 2 - MILF",15,16,0,0,1996,4,1,11218,0,1,1,1546380,-1,7000,0,1,1,0,0,0
1883,840.1997,840,840.2999878,"Moro, 2 - MILF",16,17,0,0,1997,4,1,11218,0,1,1,1597560,-1,11000,0,0,1,0,0,0
1884,840.1998,840,840.2999878,"Moro, 2 - MILF",17,18,0,0,1998,4,1,11218,0,1,1,1648740,-1,13000,0,0,1,0,0,0
1885,840.1999,840,840.2999878,"Moro, 2 - MILF",18,19,0,0,1999,4,1,11218,0,1,1,1699920,-1,16000,0,0,1,0,0,0
1886,840.2,840,840.2999878,"Moro, 2 - MILF",19,20,0,0,2000,4,1,10020,0,1,1,1751100,-1,12000,0,0,1,0,0,0
1887,840.2001,840,840.2999878,"Moro, 2 - MILF",20,21,0,0,2001,4,1,10020,0,1,1,1802280,-1,12000,0,0,1,0,0,0
1888,840.2002,840,840.2999878,"Moro, 2 - MILF",21,22,0,0,2002,4,1,10020,0,1,1,1853460,-1,12000,0,0,1,0,0,0
1889,840.2003,840,840.2999878,"Moro, 2 - MILF",22,23,0,0,2003,4,1,10020,0,1,1,1904640,-1,12000,0,0,1,0,0,0
1890,840.2004,840,840.2999878,"Moro, 2 - MILF",23,24,0,0,2004,4,1,10020,0,1,1,1955820,-1,11000,0,0,1,0,0,0
1891,840.2005,840,840.2999878,"Moro, 2 - MILF",24,25,0,0,2005,4,1,10020,0,1,1,2007000,-1,11000,0,0,1,0,0,0
1892,840.2006,840,840.2999878,"Moro, 2 - MILF",25,26,0,0,2006,4,1,10020,0,1,1,2058180,-1,10667,0,0,0,0,0,0
1893,840.2007,840,840.2999878,"Moro, 2 - MILF",26,27,0,0,2007,4,1,10020,0,1,1,2109360,-1,10333,0,1,1,0,0,0
1894,840.2008,840,840.2999878,"Moro, 2 - MILF",27,28,0,0,2008,4,1,10020,0,1,1,2160540,-1,10000,0,0,1,0,0,0
1895,840.2009,840,840.2999878,"Moro, 2 - MILF",28,29,0,0,2009,4,1,10020,0,1,1,2211720,-1,9667,0,0,0,0,0,0
1896,840.201,840,840.2999878,"Moro, 2 - MILF",29,30,0,0,2010,4,1,10020,0,1,1,2262900,-1,9333,0,0,0,0,0,0
69,93.186,93,93.19999695,Mosquitia,0,1,0,0,1860,1,0,60366,0,0,1,20000,-1,NA,0,0,0,0,0,0
70,93.1861,93,93.19999695,Mosquitia,1,2,0,0,1861,1,0,60366,0,0,1,20000,-1,NA,0,0,0,0,0,0
71,93.1862,93,93.19999695,Mosquitia,2,3,0,0,1862,1,0,60366,0,0,1,20000,-1,NA,0,0,0,0,0,0
72,93.1863,93,93.19999695,Mosquitia,3,4,0,0,1863,1,0,60366,0,0,1,20000,-1,NA,0,0,0,0,0,0
73,93.1864,93,93.19999695,Mosquitia,4,5,0,0,1864,1,0,60366,0,0,1,20694,-1,NA,0,0,0,0,0,0
74,93.1865,93,93.19999695,Mosquitia,5,6,0,0,1865,1,0,60366,0,0,1,21387,-1,NA,0,0,0,0,0,0
75,93.1866,93,93.19999695,Mosquitia,6,7,0,0,1866,1,0,60366,0,0,1,22081,-1,NA,0,0,0,0,0,0
76,93.1867,93,93.19999695,Mosquitia,7,8,0,0,1867,1,0,60366,0,0,1,22774,-1,NA,0,0,0,0,0,0
77,93.1868,93,93.19999695,Mosquitia,8,9,0,0,1868,1,0,60366,0,0,1,23468,-1,NA,0,0,0,0,0,0
78,93.1869,93,93.19999695,Mosquitia,9,10,0,0,1869,1,0,60366,0,0,1,24161,-1,NA,0,0,0,0,0,0
79,93.187,93,93.19999695,Mosquitia,10,11,0,0,1870,1,0,60366,0,0,1,24855,-1,NA,0,0,0,0,0,0
80,93.1871,93,93.19999695,Mosquitia,11,12,0,0,1871,1,0,60366,0,0,1,25548,-1,NA,0,0,0,0,0,0
81,93.1872,93,93.19999695,Mosquitia,12,13,0,0,1872,1,0,60366,0,0,1,26242,-1,NA,0,0,0,0,0,0
82,93.1873,93,93.19999695,Mosquitia,13,14,0,0,1873,1,0,60366,0,0,1,26935,-1,NA,0,0,0,0,0,0
83,93.1874,93,93.19999695,Mosquitia,14,15,0,0,1874,1,0,60366,0,0,1,27629,-1,NA,0,0,0,0,0,0
84,93.1875,93,93.19999695,Mosquitia,15,16,0,0,1875,1,0,60366,0,0,1,28322,-1,NA,0,0,0,0,0,0
85,93.1876,93,93.19999695,Mosquitia,16,17,0,0,1876,1,0,60366,0,0,1,29016,-1,NA,0,0,0,0,0,0
86,93.1877,93,93.19999695,Mosquitia,17,18,0,0,1877,1,0,60366,0,0,1,29709,-1,NA,0,0,0,0,0,0
87,93.1878,93,93.19999695,Mosquitia,18,19,0,0,1878,1,0,60366,0,0,1,30403,-1,NA,0,0,0,0,0,0
88,93.1879,93,93.19999695,Mosquitia,19,20,0,0,1879,1,0,60366,0,0,1,31096,-1,NA,0,0,0,0,0,0
89,93.188,93,93.19999695,Mosquitia,20,21,0,0,1880,1,0,60366,0,0,1,31790,-1,NA,0,0,0,0,0,0
90,93.1881,93,93.19999695,Mosquitia,21,22,0,0,1881,1,0,60366,0,0,1,32483,-1,NA,0,0,0,0,0,0
91,93.1882,93,93.19999695,Mosquitia,22,23,0,0,1882,1,0,60366,0,0,1,33177,-1,NA,0,0,0,0,0,0
92,93.1883,93,93.19999695,Mosquitia,23,24,0,0,1883,1,0,60366,0,0,1,33870,-1,NA,0,0,0,0,0,0
93,93.1884,93,93.19999695,Mosquitia,24,25,0,0,1884,1,0,60366,0,0,1,34564,-1,NA,0,0,0,0,0,0
94,93.1885,93,93.19999695,Mosquitia,25,26,0,0,1885,1,0,60366,0,0,1,35257,-1,NA,0,0,0,0,0,0
95,93.1886,93,93.19999695,Mosquitia,26,27,0,0,1886,1,0,60366,0,0,1,35951,-1,NA,0,0,0,0,0,0
96,93.1887,93,93.19999695,Mosquitia,27,28,0,0,1887,1,0,60366,0,0,1,36644,-1,NA,0,0,0,0,0,0
97,93.1888,93,93.19999695,Mosquitia,28,29,0,0,1888,1,0,60366,0,0,1,37338,-1,NA,0,0,0,0,0,0
98,93.1889,93,93.19999695,Mosquitia,29,30,0,0,1889,1,0,60366,0,0,1,38031,-1,NA,0,0,0,0,0,0
99,93.189,93,93.19999695,Mosquitia,30,31,0,0,1890,1,0,60366,0,0,1,38725,-1,NA,0,0,0,0,0,0
100,93.1891,93,93.19999695,Mosquitia,31,32,0,0,1891,1,0,60366,0,0,1,39418,-1,NA,0,0,0,0,0,0
101,93.1892,93,93.19999695,Mosquitia,32,33,0,0,1892,1,0,60366,0,0,1,40112,-1,NA,0,0,0,0,0,0
102,93.1893,93,93.19999695,Mosquitia,33,34,0,0,1893,1,0,60366,0,0,1,40805,-1,NA,0,0,0,0,0,0
103,93.1894,93,93.19999695,Mosquitia,34,35,1,2,1894,1,0,60366,0,0,1,41500,-1,NA,0,0,0,0,0,0
646,501.2005,501,501.2000122,Mt Elgon - Kenya,0,1,0,0,2005,3,0,940,0,1,1,160000,-1,3000,0,0,0,0,0,0
647,501.2006,501,501.2000122,Mt Elgon - Kenya,1,2,0,0,2006,3,0,940,0,1,1,164993,-1,3000,0,0,0,0,0,0
648,501.2007,501,501.2000122,Mt Elgon - Kenya,2,3,0,0,2007,3,0,940,0,1,1,169987,-1,3000,0,0,0,0,0,0
649,501.2008,501,501.2000122,Mt Elgon - Kenya,3,4,1,2,2008,3,0,940,0,1,1,174980,-1,3000,0,0,0,0,0,0
640,501.1963,501,501.1000061,N.Frontier District - Kenya,0,1,0,0,1963,3,0,259000,0,0,0,140000,-1,2000,0,1,1,0,1,0
641,501.1964,501,501.1000061,N.Frontier District - Kenya,1,2,0,0,1964,3,0,259000,0,0,0,140834,-1,3600,0,0,1,0,1,0
642,501.1965,501,501.1000061,N.Frontier District - Kenya,2,3,0,0,1965,3,0,259000,0,0,0,141667,-1,5200,0,0,1,0,1,0
643,501.1966,501,501.1000061,N.Frontier District - Kenya,3,4,0,0,1966,3,0,259000,0,0,0,142500,-1,6800,0,0,1,0,1,0
644,501.1967,501,501.1000061,N.Frontier District - Kenya,4,5,0,0,1967,3,0,259000,0,0,0,143334,-1,8400,0,0,1,1,1,0
645,501.1968,501,501.1000061,N.Frontier District - Kenya,5,6,1,2,1968,3,0,259000,0,0,0,144167,-1,10000,0,0,0,0,0,0
1013,750.1947,750,750.0200195,Nagaland,0,1,0,0,1947,5,0,16579,0,1,1,203640,0,7500,0,0,0,0,0,0
1014,750.1948,750,750.0200195,Nagaland,1,2,0,0,1948,5,0,16579,0,1,1,205980,0,8333,0,0,0,0,0,0
1015,750.1949,750,750.0200195,Nagaland,2,3,0,0,1949,5,0,16579,0,1,1,208320,0,9167,0,0,0,0,0,0
1016,750.195,750,750.0200195,Nagaland,3,4,0,0,1950,5,0,16579,0,1,1,210660,0,10000,0,0,0,0,0,0
1017,750.1951,750,750.0200195,Nagaland,4,5,0,0,1951,5,0,16579,0,1,1,213000,0,10833,0,0,0,0,0,0
1018,750.1952,750,750.0200195,Nagaland,5,6,0,0,1952,5,0,16579,0,1,1,228620,0,11667,0,0,0,0,0,0
1019,750.1953,750,750.0200195,Nagaland,6,7,0,0,1953,5,0,16579,0,1,1,244240,0,12500,0,0,0,0,0,0
1020,750.1954,750,750.0200195,Nagaland,7,8,0,0,1954,5,0,16579,0,1,1,259860,0,13333,0,0,0,0,0,0
1021,750.1955,750,750.0200195,Nagaland,8,9,0,0,1955,5,0,16579,0,1,1,275480,0,14167,0,0,0,0,0,0
1022,750.1956,750,750.0200195,Nagaland,9,10,0,0,1956,5,0,16579,0,1,1,291100,0,15000,0,1,1,0,1,0
1023,750.1957,750,750.0200195,Nagaland,10,11,0,0,1957,5,0,16000,0,1,1,153360,0,15833,0,0,1,0,1,0
1024,750.1958,750,750.0200195,Nagaland,11,12,0,0,1958,5,0,16000,0,1,1,161170,0,16667,0,0,1,0,1,0
1025,750.1959,750,750.0200195,Nagaland,12,13,0,0,1959,5,0,16000,0,1,1,168980,0,17500,0,0,1,0,1,0
1026,750.196,750,750.0200195,Nagaland,13,14,0,0,1960,5,0,16000,0,1,1,176790,0,18333,0,0,1,0,1,0
1027,750.1961,750,750.0200195,Nagaland,14,15,0,0,1961,5,0,16000,0,1,1,184600,0,19167,0,0,1,0,1,0
1028,750.1962,750,750.0200195,Nagaland,15,16,0,0,1962,5,0,16000,0,1,1,191920,0,20000,0,0,1,0,1,0
1029,750.1963,750,750.0200195,Nagaland,16,17,0,0,1963,5,0,16000,0,1,1,199240,0,20000,0,0,1,0,1,0
1030,750.1964,750,750.0200195,Nagaland,17,18,0,0,1964,5,0,16000,0,1,1,206560,0,20000,0,0,1,0,1,0
1031,750.1965,750,750.0200195,Nagaland,18,19,0,0,1965,5,0,16000,0,1,1,213880,0,20000,0,0,1,0,1,0
1032,750.1966,750,750.0200195,Nagaland,19,20,0,0,1966,5,0,16000,0,1,1,221200,0,20000,0,0,1,0,1,0
1033,750.1967,750,750.0200195,Nagaland,20,21,0,0,1967,5,0,16000,0,1,1,228520,0,20000,0,0,1,0,1,0
1034,750.1968,750,750.0200195,Nagaland,21,22,0,0,1968,5,0,16000,0,1,1,235840,0,20000,0,0,1,0,1,0
1035,750.1969,750,750.0200195,Nagaland,22,23,0,0,1969,5,0,16000,0,1,1,243160,0,20000,0,0,0,0,1,0
1036,750.197,750,750.0200195,Nagaland,23,24,0,0,1970,5,0,16000,0,1,1,250480,0,20000,0,0,0,0,1,0
1037,750.1971,750,750.0200195,Nagaland,24,25,0,0,1971,5,0,16000,0,1,1,257800,0,20000,0,0,0,0,1,0
1038,750.1972,750,750.0200195,Nagaland,25,26,0,0,1972,5,0,16000,0,1,1,270685,0,20000,0,0,0,0,1,0
1039,750.1973,750,750.0200195,Nagaland,26,27,0,0,1973,5,0,16000,0,1,1,283570,0,20000,0,0,0,0,1,0
1040,750.1974,750,750.0200195,Nagaland,27,28,0,0,1974,5,0,16000,0,1,1,296455,0,20000,0,0,0,0,1,0
1041,750.1975,750,750.0200195,Nagaland,28,29,1,3,1975,5,0,16000,0,1,1,309340,0,20000,0,0,0,0,1,0
