year,unique_id,ccode,state_name,event_num_all,event_num,start,stop,alt_start,alt_stop,num_before_81,left_censored,new_tc,new_tc_dummy,num_tc,area,area_1000,area_1000_log,country_age,durable,elf,exist_tc,first_tc,first_tc_alt,first_tc_count,lmtnest,sf,sf_onset,state_fail,tc_persists_alt,tc_tally,Devel,birth_type,rivals_thom,rivals_gd,hs_capacity,hrp_mean,hrp_sd,kills_mean,kills_median,ciri_disap,ciri_kill,ciri_polpris,ciri_tort,pts_amnesty,pts_state,pts_hrw,hath_tort,ucdp_low,ucdp_best,ucdp_high,polity,polity2,polity_democ,polity_autoc,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_egaldem,acd_inter_ongoing,acd_inter_onset,acd_intra_ongoing,acd_intra_onset,acd_any_ongoing,acd_any_onset,wbgdp2011est,wbgdppc2011est,wbpopest,sdpest,lag_hrp,lag_num_tc
2007,437.2007,437,IvoryCoast,2,2,4,5,26,27,0,0,0,0,1,323412,323.4119873,5.778927013,48,0,0.783999979,1,NA,1,NA,0.336472243,1,NA,1,1,1,0.118958488,1,0,NA,-0.476599991,-1.119208915,0.190506355,0.284,0,2,0,1,0,4,4,NA,NA,0,NA,NA,-88,0,-88,-88,0.423,0.296,0.268,0.281,0,0,0,0,0,0,24.515,7.797,16.719,23.917,-1.24546292,1
2008,437.2008,437,IvoryCoast,2,2,5,6,27,28,0,0,0,0,1,323412,323.4119873,5.778927013,49,0,0.783999979,1,NA,1,NA,0.336472243,0,0,0,1,1,0.118958488,1,0,NA,-0.557600021,-1.022962876,0.20367514,0.094,0,1,1,1,0,3,4,NA,NA,0,NA,NA,-88,0,-88,-88,0.459,0.304,0.288,0.288,0,0,0,0,0,0,24.594,7.857,16.737,24.043,-1.119208915,1
2009,437.2009,437,IvoryCoast,2,2,6,7,28,29,0,0,0,0,1,323412,323.4119873,5.778927013,50,0,0.783999979,1,NA,1,NA,0.336472243,0,0,0,1,1,0.118958488,1,0,NA,-0.500100017,-1.098455234,0.236736064,0.5,0,1,1,1,0,3,4,NA,NA,0,NA,NA,-88,0,-88,-88,0.503,0.306,0.308,0.298,0,0,0,0,0,0,24.668,7.912,16.757,24.155,-1.022962876,1
2010,437.201,437,IvoryCoast,2,2,7,8,29,30,0,0,0,0,1,323412,323.4119873,5.778927013,51,0,0.783999979,1,NA,1,NA,0.336472243,1,1,1,1,1,0.118958488,1,0,NA,-0.574000001,-1.763829946,0.12371719,65.574,60,1,0,1,0,3,4,NA,NA,40,44,143,-77,0,-77,-77,0.477,0.301,0.307,0.292,0,0,0,0,0,0,24.713,7.941,16.772,24.219,-1.098455234,1
1981,663.1981,663,Jordan,2,2,0,1,0,1,1,0,0,0,0,89491,89.49099731,4.494138032,36,24,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.161552683,3,2,1,-0.426200002,-0.310776072,0.214241387,NA,NA,2,1,0,2,3,2,NA,NA,NA,NA,NA,-10,-10,0,10,0.134,0.122,0.046,0.16,0,0,0,0,0,0,23.437,8.746,14.69,23.245,-0.31165297,0
1982,663.1982,663,Jordan,2,2,1,2,1,2,1,0,0,0,0,89491,89.49099731,4.494138032,37,25,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.178083271,3,2,1,-0.475400001,-0.278896313,0.22041318,NA,NA,2,2,0,2,NA,3,NA,NA,NA,NA,NA,-10,-10,0,10,0.134,0.122,0.046,0.16,0,0,0,0,0,0,23.515,8.779,14.736,23.33,-0.310776072,0
1983,663.1983,663,Jordan,2,2,2,3,2,3,1,0,0,0,0,89491,89.49099731,4.494138032,38,26,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.185556501,3,2,1,-0.446399987,-0.181675296,0.215126302,NA,NA,2,2,0,2,NA,2,NA,NA,NA,NA,NA,-10,-10,0,10,0.134,0.122,0.046,0.16,0,0,0,0,0,0,23.542,8.766,14.777,23.355,-0.278896313,0
1984,663.1984,663,Jordan,2,2,3,4,3,4,1,0,0,0,0,89491,89.49099731,4.494138032,39,27,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.141519696,3,2,1,-0.432500005,-0.194428222,0.211511752,NA,NA,2,1,0,1,2,2,NA,NA,NA,NA,NA,-9,-9,0,9,0.134,0.155,0.046,0.16,0,0,0,0,0,0,23.621,8.8,14.821,23.44,-0.181675296,0
1985,663.1985,663,Jordan,2,2,4,5,4,5,1,0,0,0,0,89491,89.49099731,4.494138032,40,28,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.138191402,3,2,1,-0.347200006,-0.22121838,0.205152952,NA,NA,2,2,0,1,3,2,NA,2,NA,NA,NA,-9,-9,0,9,0.134,0.164,0.046,0.16,0,0,0,0,0,0,23.641,8.784,14.858,23.458,-0.194428222,0
1986,663.1986,663,Jordan,2,2,5,6,5,6,1,0,0,0,0,89491,89.49099731,4.494138032,41,29,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.121497944,3,2,1,-0.369599998,-0.275538827,0.20494249,NA,NA,2,2,0,0,3,2,NA,2,NA,NA,NA,-9,-9,0,9,0.134,0.164,0.046,0.16,0,0,0,0,0,0,23.696,8.804,14.892,23.516,-0.22121838,0
1987,663.1987,663,Jordan,2,2,6,7,6,7,1,0,0,0,0,89491,89.49099731,4.494138032,42,30,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.123087548,3,2,1,-0.397199988,-0.29382558,0.193832528,NA,NA,2,1,0,1,3,2,NA,3,NA,NA,NA,-9,-9,0,9,0.134,0.164,0.046,0.16,0,0,0,0,0,0,23.739,8.817,14.922,23.562,-0.275538827,0
1988,663.1988,663,Jordan,2,2,7,8,7,8,1,0,0,0,0,89491,89.49099731,4.494138032,43,31,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.115086891,3,2,1,-0.38440001,-0.25461097,0.202809105,NA,NA,2,1,1,1,3,2,NA,3,NA,NA,NA,-9,-9,0,9,0.129,0.164,0.063,0.161,0,0,0,0,0,0,23.759,8.802,14.958,23.579,-0.29382558,0
1989,663.1989,663,Jordan,2,2,8,9,8,9,1,0,0,0,0,89491,89.49099731,4.494138032,44,0,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.113872521,3,2,1,-0.338,-0.131277679,0.222953911,0,0,2,2,1,1,3,2,NA,3,0,NA,NA,-4,-4,1,5,0.156,0.168,0.064,0.176,0,0,0,0,0,0,23.727,8.73,14.997,23.532,-0.25461097,0
1990,663.199,663,Jordan,2,2,9,10,9,10,1,0,0,0,0,89491,89.49099731,4.494138032,45,1,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.139505446,3,2,1,-0.186900005,0.034293933,0.210780038,0,0,2,2,1,2,3,2,NA,1,0,NA,NA,-4,-4,1,5,0.218,0.167,0.079,0.19,0,0,0,0,0,0,23.694,8.648,15.045,23.48,-0.131277679,0
1991,663.1991,663,Jordan,2,2,10,11,10,11,1,0,0,0,0,89491,89.49099731,4.494138032,46,2,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.120359488,3,2,1,-0.143700004,0.065255832,0.203724844,0,0,2,2,1,1,3,2,NA,3,0,NA,NA,-4,-4,1,5,0.231,0.172,0.08,0.192,0,0,0,0,0,0,23.664,8.561,15.103,23.429,0.034293933,0
1992,663.1992,663,Jordan,2,2,11,12,11,12,1,0,0,0,0,89491,89.49099731,4.494138032,47,3,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.126698062,3,2,0,0.01336,0.154018378,0.202069205,0,0,2,2,1,1,2,2,NA,3,0,NA,NA,-2,-2,2,4,0.233,0.178,0.083,0.193,0,0,0,0,0,0,23.734,8.583,15.151,23.504,0.065255832,0
1993,663.1993,663,Jordan,2,2,12,13,12,13,1,0,0,0,0,89491,89.49099731,4.494138032,48,4,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.121603899,3,2,0,0.054699998,0.169030541,0.196776312,0,0,2,2,1,1,2,2,NA,3,0,NA,NA,-2,-2,2,4,0.222,0.172,0.083,0.191,0,0,0,0,0,0,23.806,8.601,15.205,23.581,0.154018378,0
1994,663.1994,663,Jordan,2,2,13,14,13,14,1,0,0,0,0,89491,89.49099731,4.494138032,49,5,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.124583706,3,2,0,0.245299995,0.083455991,0.204368504,0,0,2,2,1,1,3,2,NA,3,0,NA,NA,-2,-2,2,4,0.244,0.177,0.087,0.198,0,0,0,0,0,0,23.876,8.627,15.25,23.658,0.169030541,0
1995,663.1995,663,Jordan,2,2,14,15,14,15,1,0,0,0,0,89491,89.49099731,4.494138032,50,6,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.123894878,3,1,0,0.288399994,-0.004682331,0.210085235,0,0,2,1,0,1,3,2,NA,3,0,NA,NA,-2,-2,2,4,0.244,0.177,0.096,0.199,0,0,0,0,0,0,23.917,8.634,15.283,23.7,0.083455991,0
1996,663.1996,663,Jordan,2,2,15,16,15,16,1,0,0,0,0,89491,89.49099731,4.494138032,51,7,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.12128488,3,1,0,0.303200006,0.065120456,0.213330305,0,0,2,1,0,1,3,1,NA,3,0,NA,NA,-2,-2,2,4,0.244,0.177,0.096,0.199,0,0,0,0,0,0,23.946,8.627,15.32,23.728,-0.004682331,0
1997,663.1997,663,Jordan,2,2,16,17,16,17,1,0,0,0,0,89491,89.49099731,4.494138032,52,8,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.123587817,3,1,0,0.182699993,0.128911695,0.204052394,0,0,2,2,0,1,2,2,NA,3,0,NA,NA,-2,-2,2,4,0.24,0.178,0.094,0.198,0,0,0,0,0,0,23.984,8.633,15.351,23.767,0.065120456,0
1998,663.1998,663,Jordan,2,2,17,18,17,18,1,0,0,0,0,89491,89.49099731,4.494138032,53,9,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.105829395,3,1,0,0.145099998,0.121820638,0.199048806,0,0,2,2,0,1,3,2,NA,3,0,NA,NA,-2,-2,2,4,0.244,0.176,0.095,0.206,0,0,0,0,0,0,24.014,8.63,15.384,23.796,0.128911695,0
1999,663.1999,663,Jordan,2,2,18,19,18,19,1,0,0,0,0,89491,89.49099731,4.494138032,54,10,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.09310542,3,1,0,0.174400002,0.152866232,0.199149355,0,0,2,1,0,1,3,2,NA,3,0,NA,NA,-2,-2,2,4,0.237,0.169,0.094,0.191,0,0,0,0,0,0,24.048,8.645,15.403,23.834,0.121820638,0
2000,663.2,663,Jordan,2,2,19,20,19,20,1,0,0,0,0,89491,89.49099731,4.494138032,55,11,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.148145333,3,1,0,0.198599994,0.208395639,0.203407609,0,0,2,1,0,1,3,2,NA,NA,0,NA,NA,-2,-2,2,4,0.19,0.12,0.084,0.176,0,0,0,0,0,0,24.09,8.68,15.41,23.883,0.152866232,0
2001,663.2001,663,Jordan,2,2,20,21,20,21,1,0,0,0,0,89491,89.49099731,4.494138032,56,12,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.166819587,3,1,0,0.239800006,0.288861834,0.209709691,0,0,2,2,0,1,3,2,NA,NA,0,NA,NA,-2,-2,2,4,0.194,0.124,0.084,0.176,0,0,0,0,0,0,24.145,8.749,15.396,23.954,0.208395639,0
2002,663.2002,663,Jordan,2,2,21,22,21,22,1,0,0,0,0,89491,89.49099731,4.494138032,57,13,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.224332541,3,1,NA,0.224299997,0.393819709,0.221694014,0,0,2,2,0,1,3,2,NA,NA,0,NA,NA,-2,-2,2,4,0.19,0.121,0.085,0.178,0,0,0,0,0,0,24.206,8.811,15.396,24.028,0.288861834,0
2003,663.2003,663,Jordan,2,2,22,23,22,23,1,0,0,0,0,89491,89.49099731,4.494138032,58,14,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.221853346,3,1,NA,0.247199997,0.514177203,0.21346867,0,0,2,2,0,1,2,2,NA,NA,0,NA,NA,-2,-2,2,4,0.214,0.14,0.083,0.186,0,0,0,0,0,0,24.28,8.858,15.422,24.111,0.393819709,0
2004,663.2004,663,Jordan,2,2,23,24,23,24,1,0,0,0,0,89491,89.49099731,4.494138032,59,15,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.246840686,3,1,NA,0.274500012,0.467913079,0.213002632,0,0,2,1,0,1,2,2,NA,NA,0,NA,NA,-2,-2,2,4,0.234,0.192,0.087,0.193,0,0,0,0,0,0,24.363,8.921,15.442,24.205,0.514177203,0
2005,663.2005,663,Jordan,2,2,24,25,24,25,1,0,0,0,0,89491,89.49099731,4.494138032,60,16,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.266572684,3,1,NA,0.341600001,0.346698092,0.232835998,0,0,2,2,0,1,3,2,NA,NA,0,NA,NA,-2,-2,2,4,0.234,0.201,0.094,0.193,0,0,0,0,0,0,24.468,8.995,15.473,24.322,0.467913079,0
2006,663.2006,663,Jordan,2,2,25,26,25,26,1,0,0,0,0,89491,89.49099731,4.494138032,61,17,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.26861918,3,1,NA,0.368099988,0.054845397,0.245377416,0,0,2,1,1,0,3,3,NA,NA,0,NA,NA,-2,-2,2,4,0.239,0.202,0.092,0.193,0,0,0,0,0,0,24.588,9.09,15.498,24.456,0.346698092,0
2007,663.2007,663,Jordan,2,2,26,27,26,27,1,0,0,0,0,89491,89.49099731,4.494138032,62,18,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.261000454,3,1,NA,0.402500004,-0.103680749,0.232060577,0,0,2,1,1,0,3,3,NA,NA,0,NA,NA,-3,-3,2,5,0.239,0.2,0.09,0.193,0,0,0,0,0,0,24.697,9.156,15.541,24.574,0.054845397,0
2008,663.2008,663,Jordan,2,2,27,28,27,28,1,0,0,0,0,89491,89.49099731,4.494138032,63,19,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.261000454,3,1,NA,0.389800012,-0.247100127,0.221549363,0,0,2,1,0,0,4,3,NA,NA,0,NA,NA,-3,-3,2,5,0.238,0.186,0.09,0.193,0,0,0,0,0,0,24.848,9.274,15.574,24.74,-0.103680749,0
2009,663.2009,663,Jordan,2,2,28,29,28,29,1,0,0,0,0,89491,89.49099731,4.494138032,64,20,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.261000454,3,1,NA,0.436699986,-0.252962583,0.213533632,0,0,2,1,0,0,3,3,NA,NA,0,NA,NA,-3,-3,2,5,0.243,0.19,0.091,0.189,0,0,0,0,0,0,24.942,9.331,15.611,24.84,-0.247100127,0
2010,663.201,663,Jordan,2,2,29,30,29,30,1,0,0,0,0,89491,89.49099731,4.494138032,65,21,0.509000003,0,NA,1,NA,2.721295357,0,0,0,0,1,0.261000454,3,1,NA,0.476300001,-0.241820586,0.213916719,0,0,2,2,0,0,4,3,NA,NA,0,NA,NA,-3,-3,2,5,0.242,0.2,0.099,0.185,0,0,0,0,0,0,25.011,9.366,15.646,24.913,-0.252962583,0
1991,705.1991,705,Kazakhstan,1,1,0,1,0,1,0,0,0,0,0,2721207,2721.207031,7.908830822,1,0,0.663999975,0,0,0,1,3.999877453,0,0,0,0,0,1.277531743,2,1,0,0.391099989,1.003648026,0.381094395,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,-3,-3,1,4,0.3,0.167,0.103,0.242,0,0,0,0,0,0,25.99,9.42,16.57,25.897,NA,0
1992,705.1992,705,Kazakhstan,1,1,1,2,1,2,0,0,0,0,0,2721207,2721.207031,7.908830822,2,1,0.663999975,0,0,0,2,3.999877453,0,0,0,0,0,2.988218546,2,1,0,0.023119999,1.085076575,0.299615458,0,0,2,2,1,2,NA,1,NA,3,0,NA,NA,-3,-3,1,4,0.305,0.168,0.114,0.243,0,0,0,0,0,0,25.921,9.347,16.575,25.821,1.003648026,0
1993,705.1993,705,Kazakhstan,1,1,2,3,2,3,0,0,0,0,0,2721207,2721.207031,7.908830822,3,2,0.663999975,0,0,0,3,3.999877453,0,0,0,0,0,1.950906634,2,1,0,-0.026009999,1.100127048,0.282550731,0,0,2,2,1,2,1,1,NA,1,0,NA,NA,-3,-3,1,4,0.307,0.178,0.128,0.234,0,0,0,0,0,0,25.784,9.218,16.566,25.669,1.085076575,0
1994,705.1994,705,Kazakhstan,1,1,3,4,3,4,0,0,0,0,0,2721207,2721.207031,7.908830822,4,3,0.663999975,0,0,0,4,3.999877453,0,0,0,0,0,1.672093272,2,1,0,-0.279199988,0.769585304,0.283861774,0,0,2,2,1,1,1,3,NA,2,0,NA,NA,-3,-3,1,4,0.309,0.176,0.122,0.237,0,0,0,0,0,0,25.633,9.072,16.561,25.499,1.100127048,0
1995,705.1995,705,Kazakhstan,1,1,4,5,4,5,0,0,0,0,0,2721207,2721.207031,7.908830822,5,4,0.663999975,0,0,0,5,3.999877453,0,0,0,0,0,1.606742024,2,1,0,0.01023,0.655195409,0.276210165,0,0,2,2,1,1,2,1,NA,3,0,NA,NA,-6,-6,0,6,0.303,0.17,0.141,0.234,0,0,0,0,0,0,25.533,8.981,16.552,25.384,0.769585304,0
1996,705.1996,705,Kazakhstan,1,1,5,6,5,6,0,0,0,0,0,2721207,2721.207031,7.908830822,6,5,0.663999975,0,0,0,6,3.999877453,0,0,0,0,0,1.528411269,2,1,0,0.124499999,0.230391972,0.241879993,0,0,2,2,1,0,2,3,NA,3,0,NA,NA,-6,-6,0,6,0.289,0.147,0.122,0.227,0,0,0,0,0,0,25.476,8.938,16.537,25.32,0.655195409,0
1997,705.1997,705,Kazakhstan,1,1,6,7,6,7,0,0,0,0,0,2721207,2721.207031,7.908830822,7,6,0.663999975,0,0,0,7,3.999877453,0,0,0,0,0,1.51068902,2,1,0,0.167999998,0.23251441,0.228187285,0,0,2,2,2,1,2,2,NA,3,0,NA,NA,-6,-6,0,6,0.31,0.145,0.122,0.232,0,0,0,0,0,0,25.47,8.942,16.528,25.315,0.230391972,0
1998,705.1998,705,Kazakhstan,1,1,7,8,7,8,0,0,0,0,0,2721207,2721.207031,7.908830822,8,7,0.663999975,0,0,0,8,3.999877453,0,0,0,0,0,1.847763181,2,1,0,0.131799996,0.066772815,0.223780148,0,0,2,2,1,1,2,4,NA,3,0,NA,NA,-6,-6,0,6,0.301,0.14,0.134,0.233,0,0,0,0,0,0,25.442,8.918,16.524,25.283,0.23251441,0
1999,705.1999,705,Kazakhstan,1,1,8,9,8,9,0,0,0,0,0,2721207,2721.207031,7.908830822,9,8,0.663999975,0,0,0,9,3.999877453,0,0,0,0,0,1.610524416,2,1,0,0.278699994,0.021921432,0.212719121,0,0,2,2,1,0,2,3,NA,3,0,NA,NA,-6,-6,0,6,0.268,0.138,0.123,0.215,0,0,0,0,0,0,25.463,8.948,16.515,25.309,0.066772815,0
2000,705.2,705,Kazakhstan,1,1,9,10,9,10,0,0,0,0,0,2721207,2721.207031,7.908830822,10,9,0.663999975,0,0,0,10,3.999877453,0,0,0,0,0,1.891521811,2,1,0,0.345499992,-0.065441049,0.206319782,0,0,2,1,2,0,3,3,NA,NA,0,NA,NA,-6,-6,0,6,0.267,0.135,0.108,0.199,0,0,0,0,0,0,25.544,9.043,16.502,25.406,0.021921432,0
2001,705.2001,705,Kazakhstan,1,1,10,11,10,11,0,0,0,0,0,2721207,2721.207031,7.908830822,11,10,0.663999975,0,0,0,11,3.999877453,0,0,0,0,0,1.986268878,2,1,0,0.39199999,-0.031532711,0.2062115,0,0,2,2,2,0,3,3,NA,NA,0,NA,NA,-6,-6,0,6,0.257,0.128,0.104,0.188,0,0,0,0,0,0,25.641,9.152,16.489,25.518,-0.065441049,0
2002,705.2002,705,Kazakhstan,1,1,11,12,11,12,0,0,0,0,0,2721207,2721.207031,7.908830822,12,11,0.663999975,0,0,0,12,3.999877453,0,0,0,0,0,1.978064895,2,1,NA,0.395799994,0.042708846,0.205542783,0,0,2,2,2,0,3,3,NA,NA,0,NA,NA,-6,-6,0,6,0.258,0.128,0.105,0.209,0,0,0,0,0,0,25.736,9.247,16.489,25.624,-0.031532711,0
2003,705.2003,705,Kazakhstan,1,1,12,13,12,13,0,0,0,0,0,2721207,2721.207031,7.908830822,13,12,0.663999975,0,0,0,13,3.999877453,0,0,0,0,0,2.050006628,2,1,NA,0.432099998,0.13553691,0.210476288,0,0,2,1,1,0,1,3,NA,NA,0,NA,NA,-6,-6,0,6,0.253,0.13,0.102,0.208,0,0,0,0,0,0,25.837,9.34,16.496,25.735,0.042708846,0
2004,705.2004,705,Kazakhstan,1,1,13,14,13,14,0,0,0,0,0,2721207,2721.207031,7.908830822,14,13,0.663999975,0,0,0,14,3.999877453,0,0,0,0,0,2.058192492,2,1,NA,0.691399992,0.151621459,0.205897821,0,0,2,1,1,0,2,3,NA,NA,0,NA,NA,-6,-6,0,6,0.252,0.132,0.101,0.208,0,0,0,0,0,0,25.942,9.441,16.5,25.851,0.13553691,0
2005,705.2005,705,Kazakhstan,1,1,14,15,14,15,0,0,0,0,0,2721207,2721.207031,7.908830822,15,14,0.663999975,0,0,0,15,3.999877453,0,0,0,0,0,1.979475617,2,1,NA,0.860300004,0.173532963,0.204445585,0,0,2,1,1,0,2,3,NA,NA,0,NA,NA,-6,-6,0,6,0.244,0.127,0.094,0.203,0,0,0,0,0,0,26.077,9.573,16.505,25.998,0.151621459,0
2006,705.2006,705,Kazakhstan,1,1,15,16,15,16,0,0,0,0,0,2721207,2721.207031,7.908830822,16,15,0.663999975,0,0,0,16,3.999877453,0,0,0,0,0,1.903711677,2,1,NA,0.857599974,0.181162327,0.213936308,0,0,2,1,1,0,2,3,NA,NA,0,NA,NA,-6,-6,0,6,0.239,0.136,0.092,0.202,0,0,0,0,0,0,26.194,9.683,16.512,26.124,0.173532963,0
2007,705.2007,705,Kazakhstan,1,1,16,17,16,17,0,0,0,0,0,2721207,2721.207031,7.908830822,17,16,0.663999975,0,0,0,17,3.999877453,0,0,0,0,0,2.000850201,2,1,NA,0.905900002,0.150148795,0.216513267,0,0,1,1,1,0,2,3,NA,NA,0,NA,NA,-6,-6,0,6,0.247,0.133,0.091,0.208,0,0,0,0,0,0,26.315,9.795,16.52,26.252,0.181162327,0
2008,705.2008,705,Kazakhstan,1,1,17,18,17,18,0,0,0,0,0,2721207,2721.207031,7.908830822,18,17,0.663999975,0,0,0,18,3.999877453,0,0,0,0,0,2.000850201,2,1,NA,0.855199993,0.174819927,0.215378257,0,0,2,1,1,0,3,2,NA,NA,0,NA,NA,-6,-6,0,6,0.251,0.135,0.096,0.203,0,0,0,0,0,0,26.397,9.866,16.531,26.338,0.150148795,0
2009,705.2009,705,Kazakhstan,1,1,18,19,18,19,0,0,0,0,0,2721207,2721.207031,7.908830822,19,18,0.663999975,0,0,0,19,3.999877453,0,0,0,0,0,2.000850201,2,1,NA,0.825699985,0.133791121,0.220788982,0,0,2,1,1,0,3,2,NA,NA,0,NA,NA,-6,-6,0,6,0.248,0.133,0.092,0.208,0,0,0,0,0,0,26.435,9.894,16.541,26.378,0.174819927,0
2010,705.201,705,Kazakhstan,1,1,19,20,19,20,0,0,0,0,0,2721207,2721.207031,7.908830822,20,19,0.663999975,0,0,0,20,3.999877453,0,0,0,0,0,2.000850201,2,1,NA,0.819199979,-0.023833924,0.217453037,0,0,2,1,1,0,3,3,NA,NA,0,NA,NA,-6,-6,0,6,0.266,0.133,0.089,0.205,0,0,0,0,0,0,26.523,9.966,16.557,26.471,0.133791121,0
1981,501.1981,501,Kenya,2,2,0,1,0,1,1,0,0,0,0,585730,585.7299805,6.372858899,19,12,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.20534955,1,1,1,-0.473199993,-0.175150403,0.207128215,NA,NA,2,2,1,1,2,2,NA,NA,NA,NA,NA,-6,-6,0,6,0.205,0.111,0.116,0.138,0,0,0,0,0,0,24.329,7.717,16.612,23.66,-0.142971385,0
1982,501.1982,501,Kenya,2,2,1,2,1,2,1,0,0,0,0,585730,585.7299805,6.372858899,20,13,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.19735077,1,0,1,-0.528900027,-0.330469012,0.208026936,NA,NA,2,2,1,1,3,2,NA,NA,NA,NA,NA,-7,-7,0,7,0.194,0.1,0.115,0.137,0,0,0,0,0,0,24.358,7.705,16.653,23.677,-0.175150403,0
1983,501.1983,501,Kenya,2,2,2,3,2,3,1,0,0,0,0,585730,585.7299805,6.372858899,21,14,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.195398167,1,0,1,-0.516900003,-0.331528872,0.20770928,NA,NA,2,2,1,1,3,2,NA,NA,NA,NA,NA,-7,-7,0,7,0.19,0.101,0.113,0.139,0,0,0,0,0,0,24.394,7.699,16.695,23.707,-0.330469012,0
1984,501.1984,501,Kenya,2,2,3,4,3,4,1,0,0,0,0,585730,585.7299805,6.372858899,22,15,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.145330787,1,0,1,-0.522899985,-0.410076412,0.213160902,NA,NA,2,2,1,1,4,3,NA,NA,NA,NA,NA,-7,-7,0,7,0.185,0.089,0.11,0.139,0,0,0,0,0,0,24.438,7.707,16.731,23.759,-0.331528872,0
1985,501.1985,501,Kenya,2,2,4,5,4,5,1,0,0,0,0,585730,585.7299805,6.372858899,23,16,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.142305166,1,0,1,-0.250099987,-0.325398931,0.20402364,NA,NA,2,2,1,0,2,2,NA,3,NA,NA,NA,-7,-7,0,7,0.184,0.089,0.11,0.129,0,0,0,0,0,0,24.486,7.718,16.768,23.819,-0.410076412,0
1986,501.1986,501,Kenya,2,2,5,6,5,6,1,0,0,0,0,585730,585.7299805,6.372858899,24,17,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.129036009,1,0,1,-0.240600005,-0.370553582,0.200075267,NA,NA,2,2,1,1,3,2,NA,3,NA,NA,NA,-7,-7,0,7,0.188,0.096,0.112,0.129,0,0,0,0,0,0,24.539,7.734,16.805,23.887,-0.325398931,0
1987,501.1987,501,Kenya,2,2,6,7,6,7,1,0,0,0,0,585730,585.7299805,6.372858899,25,18,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.124143012,1,1,1,-0.220799997,-0.487066306,0.19337977,NA,NA,2,2,0,1,3,3,NA,3,NA,NA,NA,-7,-7,0,7,0.187,0.095,0.103,0.128,0,0,0,0,0,0,24.594,7.749,16.846,23.954,-0.370553582,0
1988,501.1988,501,Kenya,2,2,7,8,7,8,1,0,0,0,0,585730,585.7299805,6.372858899,26,19,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.118924983,1,1,1,-0.1787,-0.5493446,0.194074937,NA,NA,1,1,1,0,3,2,NA,3,NA,NA,NA,-7,-7,0,7,0.18,0.09,0.095,0.127,0,0,0,0,0,0,24.646,7.767,16.88,24.023,-0.487066306,0
1989,501.1989,501,Kenya,2,2,8,9,8,9,1,0,0,0,0,585730,585.7299805,6.372858899,27,20,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.117090888,1,2,1,-0.199699998,-0.55044965,0.195679626,0,0,2,1,1,0,2,2,NA,3,0,NA,NA,-7,-7,0,7,0.173,0.093,0.094,0.122,0,0,0,0,0,0,24.673,7.759,16.915,24.043,-0.5493446,0
